,1th value,2th value,3th value,4th value,5th value,6th value,7th value,8th value,9th value,10th value,11th value,12th value,13th value,14th value,15th value,16th value,17th value,18th value,19th value,20th value,21th value,22th value,23th value,24th value,25th value,26th value,27th value,28th value,29th value,30th value,31th value,32th value,33th value,34th value,35th value,36th value,37th value,38th value,39th value,40th value,41th value,42th value,43th value,44th value,45th value,46th value,47th value,48th value,49th value,50th value,51th value,52th value,53th value,54th value,55th value,56th value,57th value,58th value,59th value,60th value,61th value,62th value,63th value,64th value,65th value,66th value,67th value,68th value,69th value,70th value,71th value,72th value,73th value,74th value,75th value,76th value,77th value,78th value,79th value,80th value,81th value,82th value,83th value,84th value,85th value,86th value,87th value,88th value,89th value,90th value,91th value,92th value,93th value,94th value,95th value,96th value,97th value,98th value,99th value,100th value,101th value,102th value,103th value,104th value,105th value,106th value,107th value,108th value,109th value,110th value,111th value,112th value,113th value,114th value,115th value,116th value,117th value,118th value,119th value,120th value,121th value,122th value,123th value,124th value,125th value,126th value,127th value,128th value,129th value,130th value,131th value,132th value,133th value,134th value,135th value,136th value,137th value,138th value,139th value,140th value,141th value,142th value,143th value,144th value,145th value,146th value,147th value,148th value,149th value,150th value,151th value,152th value,153th value,154th value,155th value,156th value,157th value,158th value,159th value,160th value,161th value,162th value,163th value,164th value,165th value,166th value,167th value,168th value,169th value,170th value,171th value,172th value,173th value,174th value,175th value,176th value,177th value,178th value,179th value,180th value,181th value,182th value,183th value,184th value,185th value,186th value,187th value,188th value,189th value,190th value,191th value,192th value,193th value,194th value,195th value,196th value,197th value,198th value,199th value,200th value,201th value,202th value,203th value,204th value,205th value,206th value,207th value,208th value,209th value,210th value,211th value,212th value,213th value,214th value,215th value,216th value,217th value,218th value,219th value,220th value,221th value,222th value,223th value,224th value,225th value,226th value,227th value,228th value,229th value,230th value,231th value,232th value,233th value,234th value,235th value,236th value,237th value,238th value,239th value,240th value,241th value,242th value,243th value,244th value,245th value,246th value,247th value,248th value,249th value,250th value,genre,type
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,118,2145,567,1030,398,3,18,26,8,1138,554,200,9,12,18,118,575,3,394,26,692,4,743,18,285,3,216,2987,1501,52,4,316,3,812,1524,61,965,74,3,38,18,118,398,4,1090,15,17,2232,123,276,266,8,2,119,2022,27,816,9,60,907,148,3,1390,1,68,122,181,634,68,575,3,394,18,118,2145,567,1030,398,3,18,26,8,1138,554,200,9,12,18,118,575,3,394,26,692,4,743,18,118,2145,567,1030,398,3,18,26,8,1138,554,200,9,12,18,118,575,3,394,26,692,4,743,1,train
941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,259,605,3,1392,507,157,16,76,4,14,264,69,3867,256,9,6,95,62,155,12,17,108,4,311,2,70,507,1615,18,554,5159,202,155,60,2687,4588,41,2,153,21,455,9,12,17,40,1363,9,12,356,355,13,292,52,6,286,155,155,924,234,106,3,95,1,66,2,215,234,40,13,66,52,4,286,20,259,475,2,51,77,21,1525,1065,1229,66,10,513,22,248,5,79,3,17,215,66,480,155,8,1785,695,737,157,16,95,31,1,13,153,21,455,9,12,17,40,1363,9,12,356,355,13,292,52,6,286,155,155,924,234,106,3,95,1,66,2,215,234,40,13,66,52,4,286,1,train
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,412,412,412,412,412,412,412,1841,1841,38,1841,1841,38,635,2471,176,1841,1841,38,1841,1841,38,3738,734,3738,734,3738,26,8,99,82,10,3995,206,84,132,36,17,3995,341,151,515,485,2471,3,176,2855,48,4667,37,2957,18,61,734,38,5623,115,48,150,144,179,24,125,1,242,2988,1553,1434,4536,710,1190,38,204,588,328,294,4,5,1726,10,750,44,234,22,304,6547,5787,1748,437,1296,37,701,347,204,2545,347,1780,680,11,3,1676,5,3738,734,412,412,412,412,412,412,412,412,1841,1841,38,1841,1841,38,635,2471,176,1841,1841,38,1841,1841,38,3738,734,3738,734,412,412,412,412,412,412,412,1841,1841,38,1841,1841,38,635,2471,176,1841,1841,38,1841,1841,38,3738,734,1,train
943,544,3,623,1,84,321,4577,256,1184,67,64,9,26,1726,3,817,5,10,50,238,1909,210,550,19,58,1158,54,652,19,130,554,685,14,2260,823,1559,21,70,188,204,4326,210,1609,83,948,4,208,14,3320,3085,4,3996,30,70,4575,24,1,14,14,550,4,4185,5531,5,191,1,14,1,154,93,4,58,309,2272,12,548,50,2195,3,107,26,91,4,1281,10,9,6,79,62,652,12,39,1309,32,189,5179,48,101,43,58,238,2360,347,3506,57,755,421,2429,509,347,357,53,1083,655,247,2098,124,2742,2,5790,365,621,85,615,220,529,1999,181,179,40,101,35,5644,986,683,5791,124,6664,493,852,1007,1003,170,852,1003,1087,196,4021,190,274,1022,280,53,133,689,6,5180,10,5062,68,1659,2,3274,9,3298,1473,54,2868,569,1022,10,1002,7,6,670,30,1299,305,2053,675,3147,14,3332,30,135,697,4913,1022,6,3514,10,2466,2,65,4665,1659,2,115,105,240,1301,8,519,153,220,76,4,994,62,3470,75,16,7,6,203,344,693,615,220,76,16,349,1279,916,615,220,76,135,87,6663,1,235,2252,2,615,220,76,106,27,126,274,19,404,169,615,220,76,615,220,76,1,train
944,125,298,452,1907,237,22,155,32,1320,1,439,19,1307,489,32,235,755,460,197,280,166,1472,703,1525,20,4,848,235,755,460,197,280,166,1472,703,1525,20,4,848,18,151,655,270,1132,11,34,555,53,31,38,7,11,932,14,18,151,655,270,1132,11,34,555,53,31,38,932,14,1130,1816,297,226,196,4021,551,47,76,3,366,18,359,406,1055,2,2291,3925,39,384,4632,345,84,609,90,150,196,27,15,5,433,237,22,155,32,50,754,12,92,49,19,1,22,2407,671,4,2210,1,153,3,1408,53,132,36,731,1,34,1,138,433,85,53,24,186,155,1125,11,489,4668,199,4327,147,1049,12,17,2391,6639,11,1826,3934,10,34,239,3329,3,562,235,755,460,197,280,166,1472,703,1525,20,4,848,235,755,460,197,280,166,1472,703,1525,20,4,848,18,151,655,270,1132,11,34,555,53,31,38,7,11,932,14,18,151,655,270,1132,11,34,555,53,31,38,932,14,5115,350,6665,2100,1266,85,2243,5652,2,69,2,1966,307,60,4669,6,130,18,151,655,270,1132,11,34,555,53,31,38,7,11,932,14,18,151,655,270,1132,11,34,555,53,31,38,932,14,1,train
945,482,35,287,732,9,26,341,115,1685,13,2146,4,301,62,141,10,182,2,41,163,55,95,19,62,697,95,2,1427,1614,1059,2,30,5,342,10,100,1085,2,119,1614,371,8,9,6,371,81,23,41,240,41,294,4,535,240,41,23,27,177,9,878,1708,85,16,13,1685,1820,115,4,535,9,878,1388,35,1685,48,193,142,27,150,23,41,225,87,581,15,107,878,1708,1388,35,1685,48,193,142,27,150,23,41,225,87,581,15,107,878,1811,1614,53,483,54,9,4,1155,51,95,164,510,5182,395,54,330,5,982,57,163,149,2196,2,1460,517,2,810,5183,680,78,338,1614,12,391,87,75,16,1685,4,15,897,1811,582,1,1421,2172,492,55,5,468,8,338,2,119,1614,371,8,9,6,371,81,23,41,240,41,294,4,535,240,41,23,27,177,9,878,1708,85,16,13,1685,1820,115,4,535,9,878,1388,35,1685,48,193,142,27,150,23,41,225,87,581,15,107,878,1708,1388,35,1685,48,193,142,27,150,23,41,225,87,581,15,107,878,1811,1388,35,1685,48,193,142,27,150,23,41,225,87,581,15,107,878,1388,35,1685,48,193,142,27,150,23,41,1,train
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,61,928,247,87,522,418,692,4,653,736,3,849,1015,87,773,526,1870,692,1310,870,115,37,2743,1,87,1,83,536,78,568,147,17,9,536,3,1,13,273,17,87,41,993,83,536,4,692,4,653,736,166,32,47,299,50,2970,9,8,4670,2401,587,17,826,4,9,11,4598,15,13,4598,2074,150,9,6,13,2154,12,238,903,390,9,6,13,1400,9,6,366,67,15,1027,12,390,87,13,156,2,1718,22,993,6,156,1064,1418,9,6,1400,60,1027,12,31,1,87,74,1,56,20,17,20,175,428,147,238,420,17,13,1727,41,9,6,13,3455,587,9,6,3748,3,83,536,4,692,4,653,736,57,770,1,train
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,52,6,1607,1156,52,6,1607,1156,52,6,1607,1156,52,6,1607,604,228,7,6,948,4,5184,2,138,408,961,107,41,327,2324,2558,2719,1156,4,2324,868,15,3615,3472,2,2541,174,8,540,1748,5185,612,7,3706,2,14,7,6,948,4,474,66,2,2081,101,1618,2749,93,4,3472,93,4,1156,52,6,1607,1156,52,6,1607,1156,52,6,1607,1156,52,6,1607,292,93,4,58,413,3,145,292,3,468,4,6458,52,6,4545,1032,43,1032,43,1,train
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,31,1,354,1572,4,128,395,2296,85,91,4,1414,3140,16,2327,750,149,1338,72,9,480,84,1661,41,327,5,8,693,981,2,6452,16,618,2855,6666,433,48,1821,519,2610,75,27,563,17,74,960,18,519,2610,72,154,90,455,39,68,50,512,32,136,45,2,33,46,54,668,16,50,2970,105,851,31,1,354,1572,4,128,395,2296,85,91,4,1414,3140,16,2327,750,149,1338,72,9,480,84,1661,41,327,5,8,693,981,2,6452,16,618,2855,6666,433,48,1821,519,2610,75,27,563,17,74,960,18,519,2610,50,512,32,136,45,2,33,46,54,668,16,50,2970,105,9,16,213,102,67,15,84,455,68,18,9,78,136,743,4,4671,1016,10,249,13,2193,61,258,2139,15,874,2,719,9,12,50,258,375,8,874,2,719,193,33,138,1509,87,133,18,95,2,2310,2,801,173,5,73,342,4,1321,3,1235,13,166,48,293,67,15,7,1684,10,102,67,15,1,train
949,566,2,405,139,533,5,648,4,32,5,316,3,701,40,465,234,255,938,182,4,1485,6,1059,10,900,218,18,41,327,50,166,32,237,95,2,20,701,4328,3907,6,1890,17,653,441,95,6,6667,8,630,3,70,1297,1140,5,8,50,1548,355,6668,12,1676,20,2,410,79,2,188,508,1649,3,590,188,127,432,1355,69,4,537,139,4,108,2,931,5,79,755,336,206,410,491,1697,2,168,3,113,245,5,8,61,456,54,69,4,861,135,108,2,4558,1840,127,1387,367,410,50,237,398,4,1206,20,54,5,8,61,377,189,1277,4,131,2,555,427,2,14,352,185,66,2,50,183,1749,242,206,144,1502,3251,12,693,4329,144,6669,216,1009,54,95,16,216,1009,54,2554,537,105,21,171,54,138,502,6,3751,2,246,50,249,138,502,6,537,2,259,355,50,249,5,500,4,20,2,410,79,2,188,508,1649,3,590,188,127,432,1355,69,4,537,139,4,108,2,931,5,79,755,336,206,410,491,1697,2,168,3,113,245,5,8,61,456,54,69,4,861,135,108,2,4558,1840,127,1387,367,410,50,237,398,4,1206,20,54,5,8,61,377,189,1277,4,1,train
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,153,148,2,150,153,148,2,919,610,575,3,394,18,57,3402,407,889,223,2843,7,53,30,54,226,90,17,953,2,55,57,729,3,509,787,55,754,702,14,1232,2,123,10,141,2,14,323,20,1692,87,750,21,1320,18,115,37,1231,4,35,38,35,68,150,153,148,2,150,153,148,2,1,train
951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,226,122,220,76,4,2147,54,234,54,330,11,57,41,853,41,297,61,133,9,8,14,154,867,4,66,10,364,145,234,22,66,2,215,109,392,8,21,5186,1872,32,1078,78,494,118,398,199,188,423,141,2,14,3402,136,7,11,2431,53,43,246,320,226,122,220,76,4,2147,54,234,54,330,11,57,41,853,41,297,61,133,9,8,14,154,867,4,135,35,611,31,147,18,79,3,256,177,1614,53,916,9,8,113,870,73,2,109,231,380,172,266,174,324,731,280,2,119,1,641,14,2379,21,70,46,5,30,174,324,369,252,116,7,11,57,121,1,1,71,1330,1034,184,1007,33,429,1278,5187,41,2853,1392,288,901,101,20,4672,256,92,20,4672,256,92,320,226,122,220,76,4,2147,54,234,54,330,11,57,41,853,41,297,61,133,9,8,14,154,867,4,246,512,162,32,1618,18,154,32,61,133,26,8,14,154,867,4,1,train
952,32,1353,48,1305,712,3,5,994,361,14,726,999,4,84,488,6522,39,1295,3078,439,708,1038,9,26,21,1725,773,1990,6,3116,12,21,136,154,3679,26,1163,6,151,2,1163,12,5722,3752,4,7,648,36,17,787,3506,4,3984,12,1797,4,188,2,142,34,1842,1015,5,1301,1657,124,5792,21,534,2027,17,6670,44,1816,136,35,17,1816,179,76,3,590,110,439,1320,12,590,58,50,754,12,17,18,5,1539,1029,12,471,36,515,489,32,1353,48,1305,712,3,1816,1816,367,23,53,515,489,32,1353,48,1305,712,3,5,994,361,120,8,1545,1112,69,62,34,394,474,34,503,265,139,6671,249,280,141,101,5094,93,48,461,4603,17,2699,141,3,17,216,218,5,73,368,544,174,187,29,15,3726,1,83,8,199,741,2319,56,311,37,189,9,6,120,61,188,1317,12,6568,13,245,274,2406,5084,469,123,46,1851,463,4022,76,695,891,341,35,76,17,6670,44,1816,136,35,17,1816,179,76,3,590,110,439,1320,12,590,58,50,754,12,17,18,5,1539,1029,12,471,36,515,489,32,1353,48,1305,712,3,1816,1816,367,23,53,515,489,32,1353,48,1305,712,3,5,994,361,1,train
953,32,237,359,18,448,1,172,24,16,548,31,1,125,1330,83,68,2,119,31,1,346,306,296,1,9,6,50,58,125,1330,83,68,2,119,31,1,346,306,296,1,901,39,124,68,9,8,113,22,244,1,1302,18,3702,256,15,38,2,142,93,4,2,142,141,4,9,78,338,18,400,6,345,100,1461,374,2546,2179,1,142,66,10,100,357,41,5,10,807,2443,9,6,3507,11,643,2443,468,8,338,40,20,711,2517,2,179,40,58,147,271,1,18,13,20,6,61,89,31,1,2,4006,9,88,147,31,1,66,6,2401,278,31,1,1459,412,422,669,31,47,981,2,885,63,317,1192,1,135,910,1858,811,359,18,71,66,352,962,5,70,95,278,520,5,511,19,3,57,11,189,40,8,30,107,41,5,8,5693,40,9,11,740,33,182,1,2951,24,1,2,119,39,147,359,18,448,1,172,24,16,548,31,1,125,1330,83,68,2,119,31,1,346,306,296,1,9,6,50,58,125,1330,83,68,2,119,31,1,346,306,296,1,901,39,124,68,9,8,113,22,244,1,1302,18,3702,256,15,38,2,142,93,4,2,142,141,4,9,78,338,1,train
954,1,5,8,2103,373,107,273,570,323,574,56,24,19,328,979,380,71,305,40,125,24,260,87,26,7,40,2306,2412,373,107,378,574,43,157,16,1346,14,85,10,1572,4,5,692,1398,773,5794,5795,17,574,107,155,445,588,932,191,1,1465,2020,323,373,323,31,660,681,10,280,228,2815,101,1026,3,6677,249,46,128,19,161,1047,14,6,5189,461,488,5737,1386,237,155,6,20,85,4,3957,1,5152,637,1422,16,39,5,2205,1,1301,5796,12,6678,1,4315,515,5797,3754,14,7,11,515,932,1111,4673,11,14,3330,6676,829,21,615,652,4,442,3,3709,1,125,164,5798,2205,1,913,5018,4,210,2216,4525,574,824,3149,34,30,29,14,44,104,913,65,4162,932,5799,728,2263,913,4309,19,36,70,2490,7,561,1,442,3718,58,813,4330,5800,19,27,627,31,1,20,1397,2082,762,1422,11,39,5,175,2589,48,493,2633,373,274,7,11,33,3753,6673,2986,2103,373,107,378,574,43,157,16,1346,14,85,10,1572,4,5,692,1398,773,5794,5795,17,574,107,155,445,588,932,191,1,1465,2020,20,17,17,1422,11,39,5,175,2589,48,493,2633,373,274,7,11,33,3753,6673,2986,2103,1,train
955,855,489,32,515,5,586,12,136,1187,4675,8,2989,17,515,1595,1,3979,1,204,4676,228,2874,489,32,515,5,586,12,136,1187,4675,8,2989,17,515,1595,1,3979,1,204,4676,228,2874,5190,18,569,38,449,5,115,10,14,913,37,18,1135,4179,12,967,21,194,8,4023,210,19,3,2,704,19,93,4,462,1582,7,57,21,190,118,144,5190,19,2,656,162,179,40,18,569,3,1,66,19,2,608,20,184,225,154,294,90,33,534,33,184,225,913,2641,406,2234,494,70,58,7,6,4315,3295,2,68,379,5190,194,19,1646,50,58,569,38,18,75,16,2151,115,4,5190,194,19,1950,220,82,66,747,37,673,50,58,569,38,18,75,16,2151,115,4,5190,194,19,1950,220,82,66,58,747,37,673,151,18,6679,654,660,70,5,958,105,3333,556,2652,202,8,5,4674,2,34,219,2568,5,79,2,1869,5801,58,1664,26,647,6680,47,569,19,4,151,834,1467,251,2,174,151,2,34,855,489,32,515,5,586,12,136,1187,4675,8,2989,17,515,1595,1,3979,1,204,4676,228,2874,489,32,515,5,586,12,136,1187,4675,8,2989,17,515,1595,1,3979,1,204,4676,228,2874,1,train
956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,3,1260,491,5802,5,8,587,4655,2450,4332,12,587,5803,427,239,540,2748,3,1260,491,5802,5,8,587,4655,2450,4332,12,587,5803,427,239,540,1106,288,2052,2991,30,6682,6,214,1790,12,3323,1,948,10,704,19,6,605,554,48,554,4,1427,854,11,3614,778,341,517,502,19,10,2562,93,238,17,17,9,60,1688,22,82,4,5,8,15,3128,458,650,3,629,5804,19,10,365,5,1790,12,629,239,239,2744,34,239,4330,5804,11,986,3516,32,2748,3,1260,491,5802,5,8,587,4655,2450,4332,12,587,5803,427,239,540,2748,3,1260,491,5802,5,8,587,4655,2450,4332,12,587,5803,427,239,540,3329,2,5,280,11,929,643,2208,4330,627,1,31,1,374,181,876,12,4333,1121,62,69,282,1759,763,9,8,2091,1053,105,230,555,5805,6,763,686,2585,783,2,200,69,13,854,4,1090,367,225,71,350,427,12,1713,3900,3614,3255,13,2080,12,125,13,2080,12,1190,1,train
957,368,10,245,41,26,115,1452,2703,380,56,1577,591,16,1,524,83,1992,354,2131,193,1,22,1346,3,1449,22,77,56,20,105,311,3,31,170,582,836,16,3998,16,14,3704,16,229,20,184,251,260,7,11,3755,9,11,3151,9,27,17,135,380,986,7,11,3755,9,11,3151,144,656,64,87,222,1862,7,11,3755,9,11,3151,5,73,796,113,9,3710,7,11,3755,9,11,3151,20,54,298,501,26,8,400,1704,26,328,4,13,163,174,88,5776,126,6683,2,2442,88,166,48,26,6684,3,1,77,5,8,2653,346,1379,11,697,20,17,222,26,328,4,3755,2,5,61,145,90,21,369,193,5,8,707,40,16,312,17,26,24,70,524,83,1449,298,321,368,10,245,41,26,115,1452,2703,380,56,1577,591,16,1,524,83,1992,354,2131,193,1,22,1346,3,1449,22,77,56,20,105,311,3,31,170,582,836,16,3998,16,14,3704,16,229,20,184,251,260,7,11,3755,9,11,3151,9,27,17,135,380,986,7,11,3755,9,11,3151,144,656,64,87,222,1862,7,11,3755,9,11,3151,5,73,796,113,9,3710,7,11,3755,9,11,3151,20,54,298,501,26,8,400,1,train
958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241,150,29,14,1309,3421,13,472,6,61,6685,1,380,3059,9,6,328,4,15,7,461,132,41,161,1225,2,4225,287,263,684,101,1590,4666,362,362,26,44,9,12,93,47,118,3421,13,472,6,61,6685,1,2241,150,29,14,1309,397,72,1111,9,78,804,6,187,17,9,6,3632,3632,4666,362,362,26,44,9,12,93,47,3103,3421,13,472,6,61,6685,1,2241,150,29,14,1309,1,train
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,105,6686,1,187,439,19,2,21,15,13,370,4,147,439,11,14,923,6687,232,696,1085,118,558,2466,3328,114,8,1227,874,6,371,654,1400,125,22,654,660,6688,266,93,1673,18,165,154,4,1787,2803,147,149,7,103,117,149,284,881,2860,917,96,2244,2801,52,166,2618,2446,761,4571,22,2056,4024,11,154,1341,300,15,521,47,300,14,7,414,683,439,19,829,21,681,967,51,473,166,105,6513,8,14,1623,202,5,105,70,273,103,2002,1,1057,272,7,414,14,2259,138,2,70,21,485,1319,268,5,765,10,1,39,4169,2244,2801,52,166,2618,2446,761,4571,22,2056,4024,11,154,53,97,750,439,157,40,7,834,210,6570,4328,439,266,1384,929,4,2096,1721,439,228,518,17,4677,300,173,439,1,train
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,6,3701,3,17,7,11,9,6,4025,3,17,7,11,9,6,156,3,222,146,7,11,9,6,571,156,3,146,7,11,9,6,3701,3,17,7,11,9,6,4025,3,17,7,11,9,6,156,3,222,146,7,11,9,6,571,156,3,146,680,11,117,7,6,309,156,3,567,9,6,156,3,17,9,6,156,10,208,178,567,204,17,68,75,16,66,146,9,11,208,1561,178,7,11,9,6,3701,3,17,7,11,9,6,4025,3,17,7,11,9,6,156,3,222,146,7,11,9,6,571,156,3,146,7,11,9,6,3701,3,17,7,11,9,6,4025,3,17,7,11,9,6,156,3,222,146,7,11,9,6,571,156,3,146,1,train
961,2,4172,20,319,382,69,2721,2654,1620,5,104,81,64,81,64,1711,4,761,95,2,7,1749,1522,52,3756,8,30,350,2,2,34,97,5623,12,176,763,3711,2838,150,2,433,10,157,128,14,5686,5,433,5686,5,433,18,58,50,2,82,37,254,20,812,4026,3,702,268,18,58,50,2,82,37,254,20,812,4026,3,702,268,18,58,50,2,82,37,254,20,812,4026,3,702,268,18,58,50,2,82,37,254,18,58,50,2,82,37,254,1711,4,761,95,2,7,122,406,76,3,4002,66,358,1370,4,387,3277,1823,8,4,2,119,1823,8,3246,4667,2341,16,16,14,1079,38,12,344,602,38,2545,347,44,65,2201,431,38,2545,347,44,65,2201,431,38,1711,4,761,95,2,7,1711,4,761,376,24,88,968,38,1734,4,490,3,505,14,1711,4,761,95,2,7,4027,2327,62,191,1,968,38,1734,182,1,67,1279,260,1734,182,1,67,1279,110,348,21,63,1569,542,347,70,886,1091,886,1091,886,1091,886,1091,886,1091,886,1091,886,1091,886,1091,886,1091,18,58,50,2,82,37,254,20,812,4026,3,702,268,18,58,50,2,82,37,254,20,812,4026,3,702,268,1,train
962,4996,3961,2,2874,519,153,232,2,2874,285,238,216,708,1055,324,300,2,14,18,785,582,1,242,16,490,19,10,115,2233,35,166,32,39,8,2918,661,166,32,35,910,6689,3,323,1,6690,1462,21,571,327,187,902,39,1,96,1579,567,35,370,4526,29,4527,6691,283,2602,474,649,2,69,10,1112,502,661,895,5807,104,2,571,1958,1481,98,2,66,2,259,7,11,95,2,39,7,153,367,146,735,2,73,39,70,69,4,311,31,70,120,144,75,253,1,882,1275,57,11,588,319,265,99,2,59,2,100,1725,66,2,333,7,11,272,95,2,39,84,367,129,146,288,1750,1275,497,425,14,548,646,230,750,5808,54,100,637,71,92,146,288,1750,1275,497,425,14,548,646,230,750,5808,54,100,637,71,92,1275,646,230,100,637,71,92,4526,29,4527,6691,283,2602,474,649,2,69,10,1112,502,661,895,5807,104,2,2000,41,1958,1481,98,2,66,2,259,7,11,95,2,39,7,153,367,146,735,2,73,39,70,69,4,311,31,70,120,144,75,253,1,882,1275,57,11,588,319,265,99,2,59,2,100,1725,66,2,333,7,11,272,95,2,39,84,367,129,1,train
